idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0135.wav, 3.454563, 3.791531
2, 4, screams/0024.wav, 9.366781, 10.071750
3, 2, glass/0025.wav, 15.405344, 17.737313
4, 4, screams/0048.wav, 22.127094, 23.026062
5, 4, screams/0031.wav, 26.915594, 28.015563
6, 4, screams/0006.wav, 31.795156, 32.565125
7, 2, glass/0058.wav, 37.622250, 41.302219
8, 4, screams/0002.wav, 46.150156, 47.247125
9, 3, gunshots/0086.wav, 52.114844, 52.629812
10, 3, gunshots/0099.wav, 56.514063, 56.963031
11, 3, gunshots/0016.wav, 62.338781, 62.788750
12, 2, glass/0019.wav, 67.519875, 68.699844
13, 4, screams/0006.wav, 72.119594, 72.889562
14, 4, screams/0004.wav, 76.436719, 77.395687
15, 2, glass/0012.wav, 82.498937, 83.638906
16, 2, glass/0043.wav, 87.180469, 88.575438
17, 2, glass/0002.wav, 92.570125, 93.515094
18, 4, screams/0043.wav, 97.087969, 98.417937
19, 2, glass/0003.wav, 103.150875, 105.130844
20, 3, gunshots/0067.wav, 109.465250, 110.042219
21, 4, screams/0004.wav, 114.235812, 115.194781
22, 4, screams/0031.wav, 119.687187, 120.787156
23, 3, gunshots/0072.wav, 126.396812, 126.872781
24, 3, gunshots/0151.wav, 131.297469, 131.746438
25, 3, gunshots/0140.wav, 135.354562, 135.713531
26, 3, gunshots/0006.wav, 139.734062, 140.547031
27, 3, gunshots/0126.wav, 146.164031, 146.434000
28, 3, gunshots/0121.wav, 150.416500, 150.731469
29, 4, screams/0049.wav, 156.040500, 162.264469
30, 2, glass/0050.wav, 167.381781, 168.775750
31, 4, screams/0049.wav, 173.364313, 179.588281
