idx, class_id, class_name, start_second, end_second
1, 4, screams/0040.wav, 4.162250, 4.877219
2, 2, glass/0009.wav, 9.614250, 10.668219
3, 4, screams/0010.wav, 15.797062, 17.256031
4, 2, glass/0008.wav, 21.694281, 22.665250
5, 3, gunshots/0085.wav, 28.084000, 28.508969
6, 2, glass/0057.wav, 32.798750, 33.860719
7, 2, glass/0010.wav, 39.372531, 41.319500
8, 2, glass/0041.wav, 46.213781, 48.623750
9, 4, screams/0048.wav, 54.072906, 54.971875
10, 4, screams/0040.wav, 59.944656, 60.659625
11, 3, gunshots/0037.wav, 65.708844, 66.025813
12, 4, screams/0010.wav, 70.760312, 72.219281
13, 3, gunshots/0132.wav, 77.868562, 78.205531
14, 3, gunshots/0099.wav, 82.578531, 83.027500
15, 4, screams/0048.wav, 87.069750, 87.968719
16, 4, screams/0005.wav, 93.049813, 96.262781
17, 4, screams/0032.wav, 100.466750, 101.256719
18, 4, screams/0030.wav, 106.418656, 108.368625
19, 2, glass/0056.wav, 112.550250, 113.204219
20, 3, gunshots/0054.wav, 116.624969, 117.302937
21, 2, glass/0018.wav, 120.888000, 121.877969
22, 4, screams/0003.wav, 125.963500, 126.787469
23, 3, gunshots/0042.wav, 131.273313, 131.562281
24, 4, screams/0024.wav, 136.660125, 137.365094
25, 3, gunshots/0152.wav, 140.780625, 141.230594
26, 4, screams/0017.wav, 145.064219, 145.994188
27, 4, screams/0002.wav, 151.564656, 152.661625
28, 4, screams/0005.wav, 157.215875, 160.428844
29, 4, screams/0023.wav, 165.894781, 166.719750
30, 2, glass/0018.wav, 170.883469, 171.873437
31, 3, gunshots/0060.wav, 175.849469, 176.282437
