idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0113.wav, 3.690562, 4.073531
2, 3, gunshots/0015.wav, 8.459219, 8.878187
3, 3, gunshots/0141.wav, 13.444719, 13.804688
4, 3, gunshots/0083.wav, 19.202719, 19.627688
5, 2, glass/0029.wav, 24.403719, 25.345688
6, 2, glass/0025.wav, 30.241656, 32.573625
7, 3, gunshots/0006.wav, 36.429719, 37.242688
8, 2, glass/0054.wav, 40.625156, 41.890125
9, 3, gunshots/0015.wav, 46.466031, 46.885000
10, 2, glass/0038.wav, 51.225000, 52.489969
11, 4, screams/0010.wav, 56.883812, 58.342781
12, 2, glass/0029.wav, 63.166063, 64.108031
13, 2, glass/0027.wav, 69.553938, 70.613906
14, 4, screams/0044.wav, 74.600625, 76.320594
15, 3, gunshots/0025.wav, 80.830906, 81.612875
16, 2, glass/0010.wav, 85.431875, 87.378844
17, 3, gunshots/0014.wav, 91.679469, 92.191438
18, 2, glass/0006.wav, 97.472094, 98.282062
19, 4, screams/0019.wav, 102.087656, 103.159625
20, 2, glass/0030.wav, 107.285406, 108.102375
21, 3, gunshots/0156.wav, 112.684187, 113.021156
22, 2, glass/0018.wav, 117.727531, 118.717500
23, 3, gunshots/0011.wav, 124.001094, 124.484062
24, 3, gunshots/0149.wav, 128.613563, 128.995531
25, 2, glass/0049.wav, 133.331656, 134.838625
26, 3, gunshots/0035.wav, 139.442031, 139.773000
27, 2, glass/0031.wav, 144.231969, 144.885938
28, 4, screams/0025.wav, 149.952063, 150.922031
29, 2, glass/0038.wav, 154.576125, 155.841094
30, 3, gunshots/0008.wav, 161.105219, 161.900187
31, 2, glass/0048.wav, 165.795375, 167.388344
32, 2, glass/0007.wav, 172.552750, 173.707719
33, 3, gunshots/0136.wav, 178.132125, 178.514094
