idx, class_id, class_name, start_second, end_second
1, 2, glass/0048.wav, 5.225281, 6.818250
2, 2, glass/0028.wav, 10.332531, 11.312500
3, 3, gunshots/0008.wav, 14.734844, 15.529813
4, 2, glass/0034.wav, 20.297187, 22.217156
5, 4, screams/0035.wav, 27.447531, 29.227500
6, 4, screams/0035.wav, 34.316469, 36.096438
7, 2, glass/0027.wav, 41.547688, 42.607656
8, 2, glass/0039.wav, 47.613844, 49.373812
9, 4, screams/0003.wav, 53.424906, 54.248875
10, 2, glass/0011.wav, 57.577250, 58.330219
11, 4, screams/0035.wav, 63.797063, 65.577031
12, 2, glass/0029.wav, 69.926750, 70.868719
13, 2, glass/0012.wav, 75.153781, 76.293750
14, 2, glass/0029.wav, 79.765938, 80.707906
15, 3, gunshots/0123.wav, 86.179000, 86.493969
16, 4, screams/0005.wav, 89.873750, 93.086719
17, 3, gunshots/0004.wav, 98.320219, 98.935187
18, 4, screams/0030.wav, 103.393500, 105.343469
19, 3, gunshots/0021.wav, 110.982187, 111.637156
20, 4, screams/0017.wav, 116.212563, 117.142531
21, 2, glass/0011.wav, 120.968875, 121.721844
22, 3, gunshots/0056.wav, 126.669875, 126.958844
23, 3, gunshots/0152.wav, 132.264500, 132.714469
24, 3, gunshots/0047.wav, 138.063312, 138.452281
25, 3, gunshots/0025.wav, 142.368344, 143.150313
26, 3, gunshots/0110.wav, 146.452438, 146.789406
27, 4, screams/0036.wav, 150.618594, 151.828563
28, 4, screams/0023.wav, 156.745750, 157.570719
29, 3, gunshots/0141.wav, 162.556375, 162.916344
30, 3, gunshots/0075.wav, 167.420906, 167.708875
31, 3, gunshots/0076.wav, 172.391063, 172.665031
32, 2, glass/0020.wav, 177.554844, 178.132812
