idx, class_id, class_name, start_second, end_second
1, 4, screams/0008.wav, 5.089375, 5.913344
2, 4, screams/0017.wav, 10.381438, 11.311406
3, 4, screams/0023.wav, 15.840406, 16.665375
4, 4, screams/0027.wav, 21.894781, 22.802750
5, 4, screams/0013.wav, 27.615344, 28.765313
6, 3, gunshots/0086.wav, 32.301437, 32.816406
7, 2, glass/0047.wav, 37.038781, 39.248750
8, 2, glass/0002.wav, 44.366344, 45.311312
9, 4, screams/0007.wav, 49.371250, 50.167219
10, 4, screams/0012.wav, 54.679844, 55.751812
11, 2, glass/0039.wav, 60.419688, 62.179656
12, 4, screams/0048.wav, 66.306250, 67.205219
13, 3, gunshots/0125.wav, 70.733000, 71.069969
14, 2, glass/0054.wav, 76.473438, 77.738406
15, 3, gunshots/0107.wav, 81.573969, 82.001937
16, 2, glass/0026.wav, 87.608437, 88.793406
17, 3, gunshots/0076.wav, 93.083156, 93.357125
18, 3, gunshots/0135.wav, 98.700063, 99.037031
19, 3, gunshots/0077.wav, 104.555344, 104.873281
20, 3, gunshots/0103.wav, 109.166500, 109.525469
21, 3, gunshots/0042.wav, 114.803781, 115.092750
22, 3, gunshots/0078.wav, 118.840125, 119.460094
23, 3, gunshots/0055.wav, 123.403719, 123.792687
24, 4, screams/0035.wav, 127.675094, 129.455062
25, 2, glass/0004.wav, 133.086156, 134.086125
26, 2, glass/0055.wav, 137.479437, 138.298406
27, 3, gunshots/0058.wav, 142.290906, 142.650875
28, 2, glass/0024.wav, 147.670312, 149.748281
29, 4, screams/0046.wav, 154.778344, 156.738313
30, 3, gunshots/0001.wav, 160.354844, 161.020813
31, 4, screams/0030.wav, 165.501094, 167.451063
32, 4, screams/0036.wav, 171.923188, 173.133156
33, 3, gunshots/0037.wav, 178.647406, 178.964375
