idx, class_id, class_name, start_second, end_second
1, 4, screams/0001.wav, 3.930094, 5.030062
2, 4, screams/0021.wav, 9.267781, 10.022750
3, 4, screams/0035.wav, 13.862844, 15.642812
4, 4, screams/0030.wav, 20.436187, 22.386156
5, 3, gunshots/0104.wav, 25.703656, 26.086625
6, 3, gunshots/0016.wav, 29.601375, 30.051344
7, 4, screams/0030.wav, 34.850156, 36.800125
8, 3, gunshots/0025.wav, 40.351719, 41.133688
9, 2, glass/0020.wav, 46.732687, 47.310656
10, 2, glass/0020.wav, 51.602375, 52.180344
11, 2, glass/0007.wav, 57.272094, 58.427062
12, 3, gunshots/0079.wav, 63.886125, 64.362094
13, 3, gunshots/0037.wav, 69.326719, 69.643687
14, 3, gunshots/0004.wav, 73.449187, 74.064156
15, 3, gunshots/0025.wav, 77.885625, 78.667594
16, 2, glass/0004.wav, 83.478906, 84.478875
17, 3, gunshots/0049.wav, 89.986844, 90.376812
18, 4, screams/0003.wav, 94.498750, 95.322719
19, 4, screams/0006.wav, 100.793094, 101.563063
20, 3, gunshots/0096.wav, 105.239406, 105.666375
21, 4, screams/0004.wav, 109.812656, 110.771625
22, 4, screams/0034.wav, 115.583969, 116.710938
23, 2, glass/0049.wav, 120.747781, 122.254750
24, 3, gunshots/0041.wav, 127.738719, 128.084688
25, 3, gunshots/0025.wav, 131.407500, 132.189469
26, 4, screams/0036.wav, 136.605469, 137.815438
27, 4, screams/0004.wav, 142.520719, 143.479688
28, 4, screams/0022.wav, 148.117031, 149.257000
29, 2, glass/0024.wav, 154.831063, 156.909031
30, 3, gunshots/0053.wav, 161.899094, 162.346031
31, 3, gunshots/0144.wav, 166.238500, 166.575469
32, 2, glass/0039.wav, 171.665594, 173.425563
33, 3, gunshots/0058.wav, 178.968094, 179.328062
