idx, class_id, class_name, start_second, end_second
1, 4, screams/0003.wav, 4.373906, 5.197875
2, 3, gunshots/0062.wav, 9.560719, 10.007656
3, 2, glass/0047.wav, 13.337312, 15.547281
4, 3, gunshots/0006.wav, 20.834156, 21.647125
5, 4, screams/0025.wav, 27.316844, 28.286812
6, 3, gunshots/0116.wav, 31.590969, 31.950937
7, 4, screams/0033.wav, 37.085219, 37.805188
8, 4, screams/0006.wav, 43.116094, 43.886063
9, 3, gunshots/0098.wav, 47.799906, 48.229875
10, 2, glass/0047.wav, 51.882906, 54.092875
11, 4, screams/0001.wav, 59.186969, 60.286938
12, 2, glass/0031.wav, 63.678406, 64.332375
13, 4, screams/0039.wav, 68.447000, 69.449969
14, 4, screams/0008.wav, 73.511875, 74.335844
15, 4, screams/0012.wav, 79.626594, 80.698562
16, 3, gunshots/0083.wav, 85.100750, 85.525719
17, 2, glass/0009.wav, 89.017000, 90.070969
18, 3, gunshots/0111.wav, 94.280094, 94.707063
19, 3, gunshots/0003.wav, 98.875469, 99.625438
20, 2, glass/0020.wav, 104.054094, 104.632063
21, 2, glass/0038.wav, 109.628313, 110.893281
22, 4, screams/0004.wav, 114.264750, 115.223719
23, 4, screams/0017.wav, 119.602594, 120.532562
24, 4, screams/0048.wav, 124.252125, 125.151094
25, 2, glass/0005.wav, 128.982313, 129.762281
26, 3, gunshots/0104.wav, 133.191625, 133.574594
27, 2, glass/0014.wav, 139.059687, 144.509656
28, 3, gunshots/0125.wav, 148.507875, 148.844844
29, 3, gunshots/0116.wav, 152.947906, 153.307875
30, 4, screams/0012.wav, 157.000969, 158.072937
31, 2, glass/0040.wav, 161.551406, 163.226375
32, 4, screams/0002.wav, 167.331844, 168.428812
33, 4, screams/0043.wav, 173.207375, 174.537344
34, 2, glass/0043.wav, 178.255063, 179.650031
