idx, class_id, class_name, start_second, end_second
1, 2, glass/0028.wav, 4.494719, 5.474687
2, 4, screams/0007.wav, 11.091594, 11.887562
3, 2, glass/0061.wav, 17.216625, 18.074594
4, 3, gunshots/0066.wav, 22.752031, 23.133000
5, 2, glass/0002.wav, 28.512094, 29.457062
6, 2, glass/0047.wav, 34.950344, 37.160313
7, 2, glass/0054.wav, 41.555875, 42.820844
8, 4, screams/0043.wav, 47.582250, 48.912219
9, 3, gunshots/0037.wav, 52.258344, 52.575313
10, 4, screams/0002.wav, 56.708906, 57.805875
11, 4, screams/0010.wav, 62.231469, 63.690438
12, 2, glass/0006.wav, 68.045812, 68.855781
13, 3, gunshots/0065.wav, 73.911250, 74.387219
14, 2, glass/0014.wav, 80.001063, 85.451031
15, 4, screams/0046.wav, 90.422313, 92.382281
16, 2, glass/0031.wav, 97.179625, 97.833594
17, 2, glass/0018.wav, 103.489125, 104.479094
18, 4, screams/0043.wav, 109.535562, 110.865531
19, 3, gunshots/0125.wav, 116.177219, 116.514188
20, 4, screams/0035.wav, 122.033281, 123.813250
21, 2, glass/0047.wav, 128.576469, 130.786438
22, 3, gunshots/0058.wav, 134.236656, 134.596625
23, 4, screams/0044.wav, 139.409687, 141.129656
24, 3, gunshots/0007.wav, 145.528125, 146.365094
25, 4, screams/0030.wav, 150.059875, 152.009844
26, 4, screams/0032.wav, 156.935656, 157.725625
27, 2, glass/0055.wav, 161.330344, 162.149313
28, 4, screams/0031.wav, 166.473781, 167.573750
29, 4, screams/0004.wav, 172.768719, 173.727688
30, 3, gunshots/0003.wav, 178.191500, 178.941469
