idx, class_id, class_name, start_second, end_second
1, 4, screams/0017.wav, 5.106625, 6.036594
2, 4, screams/0031.wav, 9.413344, 10.513312
3, 2, glass/0055.wav, 13.889781, 14.708750
4, 4, screams/0007.wav, 20.178625, 20.974594
5, 4, screams/0042.wav, 26.385063, 29.020031
6, 3, gunshots/0013.wav, 34.676375, 35.252344
7, 3, gunshots/0015.wav, 39.044219, 39.463187
8, 4, screams/0040.wav, 44.292500, 45.007469
9, 2, glass/0005.wav, 48.642812, 49.422781
10, 3, gunshots/0042.wav, 54.337750, 54.626719
11, 3, gunshots/0113.wav, 60.130563, 60.513531
12, 4, screams/0010.wav, 64.868531, 66.327500
13, 4, screams/0027.wav, 70.749406, 71.657375
14, 3, gunshots/0085.wav, 77.257875, 77.682844
15, 2, glass/0050.wav, 81.189562, 82.583531
16, 2, glass/0018.wav, 86.939000, 87.928969
17, 4, screams/0010.wav, 92.363000, 93.821969
18, 3, gunshots/0075.wav, 97.757781, 98.045750
19, 2, glass/0050.wav, 102.068219, 103.462187
20, 3, gunshots/0103.wav, 108.410313, 108.769281
21, 2, glass/0020.wav, 112.940844, 113.518812
22, 2, glass/0025.wav, 118.175656, 120.507625
23, 2, glass/0007.wav, 124.445406, 125.600375
24, 3, gunshots/0123.wav, 131.231344, 131.546312
25, 4, screams/0010.wav, 135.957219, 137.416188
26, 3, gunshots/0130.wav, 141.324312, 141.684281
27, 3, gunshots/0032.wav, 146.757031, 147.305000
28, 2, glass/0054.wav, 152.057500, 153.322469
29, 3, gunshots/0125.wav, 157.835094, 158.172063
30, 2, glass/0043.wav, 162.145844, 163.540812
31, 3, gunshots/0047.wav, 167.283469, 167.672438
32, 3, gunshots/0086.wav, 172.381281, 172.896250
33, 3, gunshots/0087.wav, 176.786781, 177.146750
