idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0157.wav, 4.191500, 4.618469
2, 3, gunshots/0032.wav, 9.705250, 10.253219
3, 4, screams/0033.wav, 15.344437, 16.064406
4, 4, screams/0035.wav, 19.945125, 21.725094
5, 4, screams/0039.wav, 27.016188, 28.019156
6, 2, glass/0054.wav, 32.640656, 33.905625
7, 4, screams/0036.wav, 39.332313, 40.542281
8, 3, gunshots/0087.wav, 45.016719, 45.376688
9, 4, screams/0036.wav, 48.679719, 49.889688
10, 3, gunshots/0157.wav, 55.043375, 55.470344
11, 4, screams/0042.wav, 60.707563, 63.342531
12, 2, glass/0010.wav, 68.303687, 70.250656
13, 3, gunshots/0001.wav, 73.918844, 74.584812
14, 2, glass/0047.wav, 78.641031, 80.851000
15, 4, screams/0035.wav, 85.664750, 87.444719
16, 4, screams/0005.wav, 90.917875, 94.130844
17, 4, screams/0036.wav, 99.300031, 100.510000
18, 4, screams/0025.wav, 104.985031, 105.955000
19, 2, glass/0024.wav, 111.178813, 113.256781
20, 3, gunshots/0023.wav, 118.624594, 119.394563
21, 4, screams/0048.wav, 124.815687, 125.714656
22, 4, screams/0010.wav, 130.333031, 131.792000
23, 4, screams/0013.wav, 136.324000, 137.473969
24, 2, glass/0050.wav, 142.811281, 144.205250
25, 4, screams/0003.wav, 149.777312, 150.601281
26, 3, gunshots/0032.wav, 155.456250, 156.004219
27, 3, gunshots/0049.wav, 159.811688, 160.201656
28, 2, glass/0019.wav, 164.255188, 165.435156
29, 4, screams/0012.wav, 169.190687, 170.262656
30, 3, gunshots/0091.wav, 175.026969, 175.409938
31, 4, screams/0049.wav, 179.645469, 185.869438
