idx, class_id, class_name, start_second, end_second
1, 2, glass/0009.wav, 4.811750, 5.865719
2, 4, screams/0004.wav, 9.239875, 10.198844
3, 2, glass/0053.wav, 15.688000, 16.681969
4, 4, screams/0017.wav, 21.644063, 22.574031
5, 4, screams/0001.wav, 27.309125, 28.409094
6, 2, glass/0011.wav, 32.364187, 33.117156
7, 3, gunshots/0077.wav, 37.382438, 37.700375
8, 3, gunshots/0102.wav, 42.536687, 42.963656
9, 2, glass/0050.wav, 47.201750, 48.595719
10, 2, glass/0031.wav, 52.978969, 53.632937
11, 4, screams/0040.wav, 59.077688, 59.792656
12, 2, glass/0005.wav, 65.243344, 66.023313
13, 2, glass/0057.wav, 70.917625, 71.979594
14, 3, gunshots/0109.wav, 77.342000, 77.814969
15, 3, gunshots/0114.wav, 81.385281, 81.699250
16, 4, screams/0044.wav, 87.270219, 88.990188
17, 3, gunshots/0098.wav, 93.365469, 93.795438
18, 2, glass/0034.wav, 98.436625, 100.356594
19, 4, screams/0030.wav, 104.560500, 106.510469
20, 2, glass/0032.wav, 110.389094, 111.326063
21, 3, gunshots/0091.wav, 115.090344, 115.473313
22, 2, glass/0009.wav, 119.626312, 120.680281
23, 3, gunshots/0076.wav, 125.355437, 125.629406
24, 4, screams/0008.wav, 130.733500, 131.557469
25, 2, glass/0055.wav, 135.354375, 136.173344
26, 2, glass/0053.wav, 139.798531, 140.792500
27, 2, glass/0063.wav, 145.119219, 146.791188
28, 4, screams/0046.wav, 150.771844, 152.731812
29, 2, glass/0041.wav, 157.338687, 159.748656
30, 4, screams/0025.wav, 164.083625, 165.053594
31, 2, glass/0013.wav, 169.558188, 170.518156
32, 3, gunshots/0039.wav, 174.368906, 174.700875
33, 4, screams/0046.wav, 179.631031, 181.591000
