idx, class_id, class_name, start_second, end_second
1, 4, screams/0046.wav, 4.256125, 6.216094
2, 4, screams/0042.wav, 11.441625, 14.076594
3, 4, screams/0010.wav, 18.400906, 19.859875
4, 2, glass/0053.wav, 25.214750, 26.208719
5, 2, glass/0018.wav, 30.221531, 31.211500
6, 4, screams/0023.wav, 35.015313, 35.840281
7, 3, gunshots/0147.wav, 40.729625, 41.111594
8, 3, gunshots/0149.wav, 45.642594, 46.024563
9, 3, gunshots/0088.wav, 50.710437, 51.050406
10, 4, screams/0040.wav, 55.093875, 55.808844
11, 3, gunshots/0149.wav, 60.531094, 60.913063
12, 2, glass/0007.wav, 64.455719, 65.610687
13, 4, screams/0048.wav, 70.262938, 71.161906
14, 3, gunshots/0110.wav, 75.294469, 75.631438
15, 2, glass/0007.wav, 79.326094, 80.481062
16, 4, screams/0031.wav, 84.578500, 85.678469
17, 3, gunshots/0104.wav, 89.957625, 90.340594
18, 2, glass/0040.wav, 96.005188, 97.680156
19, 3, gunshots/0116.wav, 101.859625, 102.219594
20, 4, screams/0004.wav, 107.651594, 108.610563
21, 3, gunshots/0121.wav, 111.927813, 112.242781
22, 4, screams/0022.wav, 115.572563, 116.712531
23, 2, glass/0002.wav, 121.093406, 122.038375
24, 2, glass/0047.wav, 126.857812, 129.067781
25, 3, gunshots/0057.wav, 134.545187, 135.526156
26, 2, glass/0040.wav, 140.314750, 141.989719
27, 2, glass/0047.wav, 146.645125, 148.855094
28, 2, glass/0047.wav, 152.873437, 155.083406
29, 2, glass/0061.wav, 160.627094, 161.485062
30, 2, glass/0031.wav, 165.590937, 166.244906
31, 3, gunshots/0084.wav, 170.275719, 170.635687
32, 3, gunshots/0066.wav, 175.545125, 175.926094
