idx, class_id, class_name, start_second, end_second
1, 2, glass/0039.wav, 4.653250, 6.413219
2, 4, screams/0029.wav, 9.895750, 10.385719
3, 2, glass/0041.wav, 15.920563, 18.330531
4, 3, gunshots/0074.wav, 22.598000, 22.900969
5, 2, glass/0031.wav, 26.770125, 27.424094
6, 3, gunshots/0081.wav, 31.337469, 31.910438
7, 4, screams/0007.wav, 35.273594, 36.069563
8, 4, screams/0030.wav, 40.921062, 42.871031
9, 3, gunshots/0076.wav, 46.445781, 46.719750
10, 4, screams/0042.wav, 52.153031, 54.788000
11, 3, gunshots/0151.wav, 60.154844, 60.603812
12, 3, gunshots/0135.wav, 65.984219, 66.321187
13, 2, glass/0004.wav, 70.305937, 71.305906
14, 4, screams/0017.wav, 76.381781, 77.311750
15, 3, gunshots/0076.wav, 81.681594, 81.955562
16, 3, gunshots/0045.wav, 85.371531, 85.688500
17, 3, gunshots/0128.wav, 89.064656, 89.405625
18, 2, glass/0041.wav, 92.765969, 95.175938
19, 2, glass/0004.wav, 99.010094, 100.010063
20, 2, glass/0011.wav, 103.453187, 104.206156
21, 4, screams/0023.wav, 109.869938, 110.694906
22, 2, glass/0013.wav, 116.164219, 117.124188
23, 3, gunshots/0124.wav, 122.095750, 122.388719
24, 2, glass/0026.wav, 127.717812, 128.902781
25, 4, screams/0039.wav, 133.388844, 134.391812
26, 2, glass/0030.wav, 139.486719, 140.303687
27, 2, glass/0024.wav, 145.394000, 147.471969
28, 3, gunshots/0015.wav, 150.925563, 151.344531
29, 4, screams/0006.wav, 157.011188, 157.781156
30, 2, glass/0038.wav, 161.295813, 162.560781
31, 2, glass/0009.wav, 168.070000, 169.123969
32, 3, gunshots/0109.wav, 173.091813, 173.564781
33, 3, gunshots/0061.wav, 178.414938, 178.876906
