idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0104.wav, 3.721125, 4.104094
2, 3, gunshots/0065.wav, 9.177312, 9.653281
3, 3, gunshots/0046.wav, 13.727781, 14.131750
4, 2, glass/0009.wav, 18.256375, 19.310344
5, 3, gunshots/0020.wav, 23.849937, 24.509906
6, 2, glass/0055.wav, 29.178656, 29.997625
7, 3, gunshots/0124.wav, 34.798844, 35.091813
8, 3, gunshots/0045.wav, 39.959969, 40.276938
9, 3, gunshots/0008.wav, 43.601562, 44.396531
10, 4, screams/0040.wav, 48.682156, 49.397125
11, 4, screams/0042.wav, 54.637156, 57.272125
12, 4, screams/0017.wav, 62.056063, 62.986031
13, 4, screams/0001.wav, 67.552625, 68.652594
14, 3, gunshots/0150.wav, 73.431594, 73.859562
15, 2, glass/0038.wav, 77.393094, 78.658062
16, 4, screams/0006.wav, 82.123125, 82.893094
17, 4, screams/0017.wav, 87.633781, 88.563750
18, 2, glass/0057.wav, 93.831156, 94.893125
19, 3, gunshots/0051.wav, 98.891156, 99.280125
20, 4, screams/0025.wav, 104.887000, 105.856969
21, 3, gunshots/0124.wav, 110.825156, 111.118125
22, 4, screams/0012.wav, 116.731437, 117.803406
23, 3, gunshots/0009.wav, 122.477031, 123.037000
24, 4, screams/0003.wav, 126.488156, 127.312125
25, 3, gunshots/0041.wav, 131.881656, 132.227625
26, 2, glass/0031.wav, 136.214125, 136.868094
27, 3, gunshots/0037.wav, 140.608969, 140.925938
28, 3, gunshots/0147.wav, 145.710938, 146.092906
29, 4, screams/0003.wav, 150.219250, 151.043219
30, 3, gunshots/0091.wav, 156.588313, 156.971281
31, 2, glass/0053.wav, 161.859688, 162.853656
32, 4, screams/0013.wav, 166.500781, 167.650750
33, 3, gunshots/0021.wav, 172.690625, 173.345594
34, 3, gunshots/0046.wav, 176.864188, 177.268156
