idx, class_id, class_name, start_second, end_second
1, 2, glass/0057.wav, 5.198563, 6.260531
2, 2, glass/0063.wav, 9.912094, 11.584062
3, 4, screams/0049.wav, 16.059969, 22.283938
4, 2, glass/0054.wav, 27.507469, 28.772437
5, 3, gunshots/0088.wav, 32.495250, 32.835219
6, 4, screams/0023.wav, 38.506375, 39.331344
7, 4, screams/0029.wav, 44.042469, 44.532438
8, 3, gunshots/0087.wav, 50.113875, 50.473844
9, 3, gunshots/0135.wav, 54.989656, 55.326625
10, 2, glass/0030.wav, 60.094281, 60.911250
11, 4, screams/0008.wav, 64.841969, 65.665937
12, 2, glass/0028.wav, 69.716562, 70.696531
13, 3, gunshots/0066.wav, 74.458094, 74.839062
14, 3, gunshots/0041.wav, 79.910219, 80.256187
15, 2, glass/0031.wav, 83.902906, 84.556875
16, 2, glass/0039.wav, 88.580438, 90.340406
17, 4, screams/0035.wav, 95.999750, 97.779719
18, 4, screams/0017.wav, 101.214687, 102.144656
19, 2, glass/0024.wav, 106.637062, 108.715031
20, 3, gunshots/0072.wav, 112.228437, 112.704406
21, 4, screams/0019.wav, 117.578531, 118.650500
22, 2, glass/0010.wav, 124.254094, 126.201063
23, 4, screams/0010.wav, 130.619438, 132.078406
24, 2, glass/0028.wav, 135.679625, 136.659594
25, 2, glass/0009.wav, 140.230469, 141.284437
26, 3, gunshots/0077.wav, 144.612937, 144.930875
27, 4, screams/0035.wav, 150.613219, 152.393188
28, 3, gunshots/0140.wav, 156.681469, 157.040437
29, 4, screams/0004.wav, 161.127187, 162.086156
30, 2, glass/0059.wav, 166.811156, 171.891125
31, 2, glass/0050.wav, 176.731313, 178.125281
