idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0121.wav, 5.289469, 5.604438
2, 3, gunshots/0104.wav, 9.998250, 10.381219
3, 4, screams/0017.wav, 14.881750, 15.811719
4, 3, gunshots/0088.wav, 19.674531, 20.014500
5, 4, screams/0029.wav, 24.661719, 25.151688
6, 3, gunshots/0140.wav, 28.568594, 28.927563
7, 2, glass/0063.wav, 32.828187, 34.500156
8, 2, glass/0040.wav, 38.330438, 40.005406
9, 3, gunshots/0116.wav, 44.705188, 45.065156
10, 4, screams/0006.wav, 49.909656, 50.679625
11, 2, glass/0002.wav, 54.504344, 55.449312
12, 2, glass/0005.wav, 59.824500, 60.604469
13, 3, gunshots/0122.wav, 64.025437, 64.362406
14, 4, screams/0004.wav, 68.858719, 69.817688
15, 2, glass/0057.wav, 74.025875, 75.087844
16, 4, screams/0042.wav, 78.762938, 81.397906
17, 3, gunshots/0104.wav, 84.788687, 85.171656
18, 4, screams/0024.wav, 89.358937, 90.063906
19, 2, glass/0034.wav, 94.130687, 96.050656
20, 4, screams/0033.wav, 99.981031, 100.701000
21, 2, glass/0010.wav, 106.274125, 108.221094
22, 2, glass/0019.wav, 113.281000, 114.460969
23, 4, screams/0021.wav, 118.369563, 119.124531
24, 4, screams/0006.wav, 122.509250, 123.279219
25, 3, gunshots/0123.wav, 127.751688, 128.066656
26, 4, screams/0003.wav, 133.663781, 134.487750
27, 4, screams/0034.wav, 139.561969, 140.688938
28, 4, screams/0039.wav, 145.122125, 146.125094
29, 2, glass/0018.wav, 149.607687, 150.597656
30, 3, gunshots/0008.wav, 155.460469, 156.255437
31, 3, gunshots/0124.wav, 161.285250, 161.578219
32, 4, screams/0034.wav, 165.515594, 166.642562
33, 2, glass/0031.wav, 170.070250, 170.724219
34, 3, gunshots/0085.wav, 176.197313, 176.622281
