idx, class_id, class_name, start_second, end_second
1, 4, screams/0001.wav, 3.560812, 4.660781
2, 3, gunshots/0125.wav, 8.231781, 8.568750
3, 4, screams/0031.wav, 14.140688, 15.240656
4, 2, glass/0030.wav, 20.853969, 21.670938
5, 4, screams/0012.wav, 27.065844, 28.137812
6, 2, glass/0019.wav, 32.049250, 33.229219
7, 4, screams/0035.wav, 37.977219, 39.757188
8, 2, glass/0061.wav, 44.030219, 44.888188
9, 3, gunshots/0027.wav, 49.387906, 49.748875
10, 2, glass/0063.wav, 53.763531, 55.435500
11, 2, glass/0025.wav, 59.183750, 61.515719
12, 4, screams/0022.wav, 65.226719, 66.366687
13, 2, glass/0043.wav, 69.909719, 71.304688
14, 3, gunshots/0020.wav, 76.829469, 77.489437
15, 4, screams/0039.wav, 82.727688, 83.730656
16, 3, gunshots/0055.wav, 88.365688, 88.754656
17, 3, gunshots/0030.wav, 93.701188, 94.039156
18, 2, glass/0049.wav, 97.615781, 99.122750
19, 4, screams/0048.wav, 102.477500, 103.376469
20, 3, gunshots/0121.wav, 107.365781, 107.680750
21, 2, glass/0028.wav, 112.474656, 113.454625
22, 4, screams/0046.wav, 117.579156, 119.539125
23, 2, glass/0049.wav, 124.527312, 126.034281
24, 2, glass/0063.wav, 129.351594, 131.023562
25, 2, glass/0014.wav, 135.485531, 140.935500
26, 3, gunshots/0016.wav, 145.562281, 146.012250
27, 2, glass/0013.wav, 150.486156, 151.446125
28, 2, glass/0030.wav, 155.368594, 156.185563
29, 3, gunshots/0004.wav, 160.005906, 160.620875
30, 2, glass/0057.wav, 163.989094, 165.051063
31, 2, glass/0033.wav, 168.364969, 169.347938
32, 2, glass/0034.wav, 174.162750, 176.082719
