idx, class_id, class_name, start_second, end_second
1, 2, glass/0030.wav, 3.309281, 4.126250
2, 3, gunshots/0085.wav, 7.711750, 8.136719
3, 4, screams/0033.wav, 12.885813, 13.605781
4, 3, gunshots/0015.wav, 18.814312, 19.233281
5, 2, glass/0030.wav, 24.778344, 25.595312
6, 3, gunshots/0084.wav, 30.836469, 31.196437
7, 4, screams/0040.wav, 35.042625, 35.757594
8, 2, glass/0019.wav, 39.788375, 40.968344
9, 4, screams/0005.wav, 45.024094, 48.237063
10, 3, gunshots/0078.wav, 52.794688, 53.414656
11, 2, glass/0029.wav, 58.128969, 59.070937
12, 3, gunshots/0130.wav, 63.725906, 64.085875
13, 3, gunshots/0041.wav, 69.722594, 70.068562
14, 4, screams/0017.wav, 73.528437, 74.458406
15, 4, screams/0031.wav, 78.812219, 79.912188
16, 2, glass/0048.wav, 85.011500, 86.604469
17, 4, screams/0017.wav, 92.247812, 93.177781
18, 4, screams/0007.wav, 98.400125, 99.196094
19, 2, glass/0049.wav, 103.279469, 104.786438
20, 4, screams/0039.wav, 109.504563, 110.507531
21, 2, glass/0027.wav, 114.284875, 115.344844
22, 4, screams/0003.wav, 119.932312, 120.756281
23, 3, gunshots/0035.wav, 125.696875, 126.027844
24, 2, glass/0063.wav, 130.958875, 132.630844
25, 3, gunshots/0110.wav, 137.815781, 138.152750
26, 4, screams/0036.wav, 143.446969, 144.656937
27, 3, gunshots/0100.wav, 148.341344, 148.656313
28, 2, glass/0054.wav, 152.338313, 153.603281
29, 3, gunshots/0089.wav, 158.504719, 158.884688
30, 2, glass/0004.wav, 162.483688, 163.483656
31, 4, screams/0013.wav, 169.170406, 170.320375
32, 4, screams/0031.wav, 174.685688, 175.785656
