idx, class_id, class_name, start_second, end_second
1, 2, glass/0055.wav, 3.644594, 4.463563
2, 2, glass/0007.wav, 10.157031, 11.312000
3, 2, glass/0014.wav, 16.917344, 22.367313
4, 4, screams/0008.wav, 26.105281, 26.929250
5, 4, screams/0024.wav, 30.558469, 31.263437
6, 3, gunshots/0068.wav, 36.798500, 37.288469
7, 2, glass/0038.wav, 41.882656, 43.147625
8, 3, gunshots/0077.wav, 47.269625, 47.587562
9, 4, screams/0003.wav, 53.284375, 54.108344
10, 3, gunshots/0088.wav, 58.381406, 58.721375
11, 2, glass/0057.wav, 64.399375, 65.461344
12, 4, screams/0036.wav, 69.199125, 70.409094
13, 4, screams/0010.wav, 74.835531, 76.294500
14, 3, gunshots/0033.wav, 79.721469, 80.269437
15, 4, screams/0032.wav, 83.957500, 84.747469
16, 4, screams/0013.wav, 89.527625, 90.677594
17, 2, glass/0008.wav, 95.745063, 96.716031
18, 4, screams/0001.wav, 101.635906, 102.735875
19, 2, glass/0047.wav, 107.688969, 109.898938
20, 2, glass/0014.wav, 114.407094, 119.857062
21, 4, screams/0007.wav, 124.254719, 125.050687
22, 4, screams/0036.wav, 128.767437, 129.977406
23, 3, gunshots/0151.wav, 133.644250, 134.093219
24, 2, glass/0056.wav, 137.668094, 138.322062
25, 3, gunshots/0107.wav, 142.867969, 143.295938
26, 3, gunshots/0001.wav, 147.269219, 147.935188
27, 3, gunshots/0014.wav, 152.540906, 153.052875
28, 2, glass/0034.wav, 156.750406, 158.670375
29, 4, screams/0008.wav, 162.648219, 163.472187
30, 2, glass/0032.wav, 168.800469, 169.737437
31, 2, glass/0043.wav, 175.117156, 176.512125
32, 2, glass/0056.wav, 179.833562, 180.487531
