idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0051.wav, 3.977344, 4.366313
2, 3, gunshots/0072.wav, 9.697500, 10.173469
3, 2, glass/0033.wav, 14.745812, 15.728781
4, 3, gunshots/0113.wav, 20.567688, 20.950656
5, 3, gunshots/0086.wav, 24.416469, 24.931438
6, 4, screams/0025.wav, 29.925750, 30.895719
7, 3, gunshots/0023.wav, 35.547219, 36.317188
8, 4, screams/0048.wav, 39.846938, 40.745906
9, 4, screams/0008.wav, 45.607625, 46.431594
10, 3, gunshots/0098.wav, 51.831938, 52.261906
11, 2, glass/0010.wav, 56.149750, 58.096719
12, 2, glass/0024.wav, 62.924687, 65.002656
13, 4, screams/0008.wav, 70.077969, 70.901938
14, 4, screams/0040.wav, 76.137594, 76.852563
15, 3, gunshots/0122.wav, 81.857812, 82.194781
16, 4, screams/0019.wav, 85.554438, 86.626406
17, 2, glass/0004.wav, 91.573031, 92.573000
18, 2, glass/0054.wav, 97.033500, 98.298469
19, 4, screams/0017.wav, 102.985125, 103.915094
20, 4, screams/0017.wav, 109.023656, 109.953625
21, 4, screams/0024.wav, 115.115656, 115.820625
22, 2, glass/0013.wav, 119.358625, 120.318594
23, 4, screams/0012.wav, 125.908563, 126.980531
24, 2, glass/0024.wav, 130.646750, 132.724719
25, 4, screams/0030.wav, 137.987594, 139.937563
26, 3, gunshots/0055.wav, 144.485344, 144.874313
27, 2, glass/0018.wav, 149.442313, 150.432281
28, 2, glass/0024.wav, 154.910438, 156.988406
29, 3, gunshots/0026.wav, 162.535969, 163.271938
30, 3, gunshots/0147.wav, 167.267937, 167.649906
31, 2, glass/0028.wav, 173.003531, 173.983500
32, 4, screams/0023.wav, 177.927594, 178.752563
