idx, class_id, class_name, start_second, end_second
1, 4, screams/0049.wav, 5.055094, 11.279063
2, 3, gunshots/0033.wav, 16.691063, 17.239031
3, 4, screams/0010.wav, 22.479437, 23.938406
4, 2, glass/0052.wav, 29.503375, 30.393344
5, 3, gunshots/0070.wav, 35.966000, 36.384969
6, 4, screams/0029.wav, 41.215063, 41.705031
7, 4, screams/0013.wav, 47.181937, 48.331906
8, 4, screams/0024.wav, 53.514938, 54.219906
9, 3, gunshots/0071.wav, 57.819656, 58.281625
10, 4, screams/0004.wav, 63.101531, 64.060500
11, 4, screams/0044.wav, 67.993375, 69.713344
12, 3, gunshots/0095.wav, 73.598219, 74.027187
13, 4, screams/0010.wav, 77.868969, 79.327938
14, 3, gunshots/0122.wav, 84.864187, 85.201156
15, 2, glass/0048.wav, 88.604875, 90.197844
16, 2, glass/0004.wav, 94.796219, 95.796188
17, 2, glass/0031.wav, 99.120156, 99.774125
18, 3, gunshots/0006.wav, 104.613375, 105.426344
19, 4, screams/0032.wav, 109.511125, 110.301094
20, 4, screams/0040.wav, 114.428906, 115.143875
21, 3, gunshots/0061.wav, 120.058437, 120.520406
22, 3, gunshots/0066.wav, 124.323594, 124.704562
23, 2, glass/0034.wav, 128.421281, 130.341250
24, 3, gunshots/0009.wav, 134.999313, 135.559281
25, 4, screams/0024.wav, 140.111094, 140.816062
26, 3, gunshots/0081.wav, 144.349312, 144.922281
27, 2, glass/0025.wav, 150.441625, 152.773594
28, 4, screams/0021.wav, 157.723219, 158.478187
29, 3, gunshots/0104.wav, 163.437844, 163.820812
30, 4, screams/0035.wav, 167.890375, 169.670344
31, 4, screams/0010.wav, 174.296250, 175.755219
32, 4, screams/0027.wav, 179.779344, 180.687312
