idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0135.wav, 4.588094, 4.925063
2, 2, glass/0011.wav, 10.228219, 10.981188
3, 3, gunshots/0054.wav, 14.942094, 15.620062
4, 2, glass/0013.wav, 19.421531, 20.381500
5, 3, gunshots/0149.wav, 24.322031, 24.704000
6, 4, screams/0025.wav, 28.197781, 29.167750
7, 2, glass/0027.wav, 32.770906, 33.830875
8, 2, glass/0055.wav, 38.059969, 38.878937
9, 4, screams/0046.wav, 42.331156, 44.291125
10, 3, gunshots/0140.wav, 49.507063, 49.866031
11, 4, screams/0019.wav, 53.857563, 54.929531
12, 2, glass/0011.wav, 60.532594, 61.285562
13, 2, glass/0041.wav, 66.153750, 68.563719
14, 2, glass/0026.wav, 72.630281, 73.815250
15, 2, glass/0040.wav, 77.306813, 78.981781
16, 3, gunshots/0106.wav, 82.958031, 83.340000
17, 3, gunshots/0054.wav, 88.987062, 89.665031
18, 4, screams/0005.wav, 93.384781, 96.597750
19, 3, gunshots/0107.wav, 100.262969, 100.690938
20, 2, glass/0024.wav, 104.424594, 106.502562
21, 2, glass/0026.wav, 109.853000, 111.037969
22, 2, glass/0054.wav, 116.467500, 117.732469
23, 4, screams/0019.wav, 122.628906, 123.700875
24, 2, glass/0005.wav, 127.591188, 128.371156
25, 2, glass/0030.wav, 131.674000, 132.490969
26, 4, screams/0034.wav, 137.725406, 138.852375
27, 4, screams/0044.wav, 143.578844, 145.298812
28, 2, glass/0019.wav, 150.276219, 151.456187
29, 3, gunshots/0032.wav, 155.422219, 155.970188
30, 4, screams/0029.wav, 161.166719, 161.656688
31, 2, glass/0057.wav, 166.756313, 167.818281
32, 2, glass/0028.wav, 172.759062, 173.739031
33, 4, screams/0012.wav, 178.087719, 179.159687
