idx, class_id, class_name, start_second, end_second
1, 4, screams/0010.wav, 5.597812, 7.056781
2, 4, screams/0005.wav, 12.330969, 15.543938
3, 2, glass/0031.wav, 19.160688, 19.814656
4, 4, screams/0005.wav, 24.937969, 28.150938
5, 2, glass/0055.wav, 31.712156, 32.531125
6, 4, screams/0012.wav, 36.913812, 37.985781
7, 3, gunshots/0087.wav, 41.759625, 42.119594
8, 4, screams/0044.wav, 47.719062, 49.439031
9, 4, screams/0043.wav, 54.688781, 56.018750
10, 2, glass/0019.wav, 59.982656, 61.162625
11, 2, glass/0003.wav, 65.107031, 67.087000
12, 4, screams/0013.wav, 71.125219, 72.275188
13, 2, glass/0054.wav, 77.000344, 78.265312
14, 4, screams/0024.wav, 82.974750, 83.679719
15, 4, screams/0032.wav, 88.414156, 89.204125
16, 2, glass/0004.wav, 92.935156, 93.935125
17, 3, gunshots/0104.wav, 98.740375, 99.123344
18, 3, gunshots/0084.wav, 104.257656, 104.617625
19, 2, glass/0058.wav, 109.380031, 113.060000
20, 2, glass/0039.wav, 117.696406, 119.456375
21, 2, glass/0034.wav, 123.105094, 125.025063
22, 3, gunshots/0031.wav, 129.849531, 130.377500
23, 2, glass/0049.wav, 133.927562, 135.434531
24, 4, screams/0031.wav, 139.236281, 140.336250
25, 2, glass/0014.wav, 144.001094, 149.451063
26, 4, screams/0042.wav, 153.710312, 156.345281
27, 4, screams/0044.wav, 160.490031, 162.210000
28, 4, screams/0010.wav, 166.214500, 167.673469
29, 4, screams/0001.wav, 172.651625, 173.751594
30, 3, gunshots/0051.wav, 178.046500, 178.435469
