idx, class_id, class_name, start_second, end_second
1, 2, glass/0033.wav, 4.734125, 5.717094
2, 4, screams/0002.wav, 9.740469, 10.837438
3, 4, screams/0030.wav, 14.992781, 16.942750
4, 2, glass/0018.wav, 21.232937, 22.222906
5, 4, screams/0013.wav, 26.835656, 27.985625
6, 3, gunshots/0151.wav, 32.348219, 32.797187
7, 3, gunshots/0108.wav, 37.411656, 37.883625
8, 3, gunshots/0113.wav, 41.967969, 42.350938
9, 3, gunshots/0108.wav, 46.978875, 47.450844
10, 2, glass/0029.wav, 52.942937, 53.884906
11, 4, screams/0036.wav, 58.073531, 59.283500
12, 4, screams/0023.wav, 64.980750, 65.805719
13, 3, gunshots/0156.wav, 71.289844, 71.626812
14, 2, glass/0047.wav, 75.701844, 77.911812
15, 4, screams/0003.wav, 83.238500, 84.062469
16, 2, glass/0048.wav, 88.479781, 90.072750
17, 3, gunshots/0057.wav, 95.631656, 96.612625
18, 4, screams/0029.wav, 100.042094, 100.532062
19, 4, screams/0025.wav, 103.857344, 104.827313
20, 2, glass/0012.wav, 110.049312, 111.189281
21, 4, screams/0024.wav, 115.740000, 116.444969
22, 2, glass/0018.wav, 121.493875, 122.483844
23, 4, screams/0003.wav, 126.172219, 126.996188
24, 2, glass/0026.wav, 131.416906, 132.601875
25, 3, gunshots/0013.wav, 135.954781, 136.530750
26, 4, screams/0032.wav, 139.958063, 140.748031
27, 3, gunshots/0151.wav, 144.320844, 144.769813
28, 2, glass/0041.wav, 149.825594, 152.235562
29, 2, glass/0059.wav, 157.577313, 162.657281
30, 3, gunshots/0098.wav, 167.315438, 167.745406
31, 2, glass/0030.wav, 172.957437, 173.774406
32, 2, glass/0025.wav, 178.833094, 181.165063
