idx, class_id, class_name, start_second, end_second
1, 2, glass/0013.wav, 3.969125, 4.929094
2, 4, screams/0043.wav, 8.968281, 10.298250
3, 4, screams/0004.wav, 13.766813, 14.725781
4, 2, glass/0018.wav, 18.431875, 19.421844
5, 3, gunshots/0116.wav, 24.367531, 24.727500
6, 3, gunshots/0121.wav, 28.156719, 28.471688
7, 4, screams/0034.wav, 33.472625, 34.599594
8, 4, screams/0003.wav, 39.840187, 40.664156
9, 4, screams/0022.wav, 44.252812, 45.392781
10, 4, screams/0034.wav, 49.072531, 50.199500
11, 4, screams/0007.wav, 54.883781, 55.679750
12, 2, glass/0033.wav, 61.165062, 62.148031
13, 4, screams/0012.wav, 65.700375, 66.772344
14, 3, gunshots/0091.wav, 71.967906, 72.350875
15, 2, glass/0031.wav, 77.340031, 77.994000
16, 4, screams/0002.wav, 82.740125, 83.837094
17, 3, gunshots/0125.wav, 89.238844, 89.575812
18, 3, gunshots/0139.wav, 95.195375, 95.510344
19, 4, screams/0030.wav, 100.560750, 102.510719
20, 2, glass/0003.wav, 105.929469, 107.909437
21, 3, gunshots/0057.wav, 111.720719, 112.701688
22, 2, glass/0029.wav, 116.705625, 117.647594
23, 4, screams/0025.wav, 122.440094, 123.410062
24, 4, screams/0030.wav, 126.854969, 128.804937
25, 4, screams/0007.wav, 133.727906, 134.523875
26, 3, gunshots/0079.wav, 138.992094, 139.468063
27, 4, screams/0002.wav, 144.049719, 145.146688
28, 2, glass/0027.wav, 149.330969, 150.390938
29, 3, gunshots/0096.wav, 155.286812, 155.713781
30, 3, gunshots/0042.wav, 159.837500, 160.126469
31, 2, glass/0050.wav, 165.689562, 167.083531
32, 4, screams/0044.wav, 170.760625, 172.480594
33, 3, gunshots/0123.wav, 176.238750, 176.553719
