idx, class_id, class_name, start_second, end_second
1, 2, glass/0011.wav, 5.030281, 5.783250
2, 2, glass/0061.wav, 9.928562, 10.786531
3, 3, gunshots/0027.wav, 16.135625, 16.496594
4, 2, glass/0047.wav, 19.976969, 22.186937
5, 3, gunshots/0016.wav, 27.757219, 28.207187
6, 2, glass/0005.wav, 32.727938, 33.507906
7, 2, glass/0048.wav, 37.879906, 39.472875
8, 4, screams/0019.wav, 44.632281, 45.704250
9, 3, gunshots/0020.wav, 50.855750, 51.515719
10, 2, glass/0024.wav, 57.020344, 59.098312
11, 4, screams/0042.wav, 63.021281, 65.656250
12, 4, screams/0034.wav, 69.902344, 71.029313
13, 4, screams/0017.wav, 76.060000, 76.989969
14, 3, gunshots/0008.wav, 80.349656, 81.144625
15, 4, screams/0044.wav, 86.555469, 88.275437
16, 2, glass/0024.wav, 93.932156, 96.010125
17, 2, glass/0049.wav, 100.777937, 102.284906
18, 3, gunshots/0118.wav, 106.116281, 106.431250
19, 2, glass/0025.wav, 111.076375, 113.408344
20, 3, gunshots/0039.wav, 117.831063, 118.163031
21, 3, gunshots/0072.wav, 123.688625, 124.164594
22, 4, screams/0032.wav, 129.727094, 130.517063
23, 3, gunshots/0058.wav, 135.015938, 135.375906
24, 2, glass/0006.wav, 138.773156, 139.583125
25, 3, gunshots/0110.wav, 143.033500, 143.370469
26, 4, screams/0013.wav, 148.256656, 149.406625
27, 4, screams/0010.wav, 153.197937, 154.656906
28, 2, glass/0050.wav, 158.278344, 159.672313
29, 3, gunshots/0048.wav, 163.982969, 164.357937
30, 4, screams/0048.wav, 169.914625, 170.813594
31, 2, glass/0010.wav, 175.844625, 177.791594
