idx, class_id, class_name, start_second, end_second
1, 4, screams/0024.wav, 4.365281, 5.070250
2, 2, glass/0043.wav, 8.407656, 9.802625
3, 2, glass/0043.wav, 14.420469, 15.815437
4, 2, glass/0033.wav, 20.931719, 21.914687
5, 4, screams/0042.wav, 26.258688, 28.893656
6, 4, screams/0029.wav, 33.601562, 34.091531
7, 2, glass/0008.wav, 38.422375, 39.393344
8, 2, glass/0007.wav, 43.519500, 44.674469
9, 4, screams/0049.wav, 49.756375, 55.980344
10, 2, glass/0039.wav, 60.836469, 62.596438
11, 4, screams/0003.wav, 66.611500, 67.435469
12, 4, screams/0002.wav, 72.601594, 73.698562
13, 4, screams/0007.wav, 79.192656, 79.988625
14, 4, screams/0036.wav, 83.576531, 84.786500
15, 4, screams/0040.wav, 90.159781, 90.874750
16, 4, screams/0017.wav, 94.608156, 95.538125
17, 2, glass/0039.wav, 99.089594, 100.849563
18, 3, gunshots/0140.wav, 104.353750, 104.712719
19, 3, gunshots/0041.wav, 109.424531, 109.770500
20, 3, gunshots/0124.wav, 115.246188, 115.539156
21, 4, screams/0046.wav, 121.153063, 123.113031
22, 4, screams/0033.wav, 127.123844, 127.843812
23, 4, screams/0032.wav, 131.873469, 132.663437
24, 2, glass/0034.wav, 138.305187, 140.225156
25, 3, gunshots/0068.wav, 145.129063, 145.619031
26, 2, glass/0059.wav, 149.111344, 154.191313
27, 3, gunshots/0032.wav, 158.778781, 159.326750
28, 3, gunshots/0032.wav, 162.922313, 163.470281
29, 2, glass/0030.wav, 167.715656, 168.532625
30, 3, gunshots/0042.wav, 172.414187, 172.703156
31, 4, screams/0005.wav, 176.188000, 179.400969
