idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0157.wav, 4.192875, 4.619844
2, 4, screams/0013.wav, 7.996344, 9.146313
3, 2, glass/0055.wav, 13.556750, 14.375719
4, 3, gunshots/0011.wav, 17.761750, 18.244719
5, 3, gunshots/0054.wav, 23.668688, 24.346656
6, 2, glass/0006.wav, 29.421187, 30.231156
7, 4, screams/0042.wav, 34.092375, 36.727344
8, 4, screams/0006.wav, 40.042219, 40.812188
9, 2, glass/0011.wav, 45.394469, 46.147438
10, 3, gunshots/0156.wav, 50.045125, 50.382094
11, 3, gunshots/0123.wav, 55.100031, 55.415000
12, 3, gunshots/0099.wav, 60.629031, 61.078000
13, 4, screams/0006.wav, 66.330812, 67.100781
14, 4, screams/0013.wav, 72.150906, 73.300875
15, 2, glass/0040.wav, 77.860406, 79.535375
16, 3, gunshots/0076.wav, 83.428844, 83.702812
17, 3, gunshots/0042.wav, 87.448031, 87.737000
18, 3, gunshots/0020.wav, 92.711719, 93.371687
19, 4, screams/0005.wav, 96.786781, 99.999750
20, 2, glass/0020.wav, 104.066719, 104.644688
21, 4, screams/0039.wav, 108.010188, 109.013156
22, 3, gunshots/0030.wav, 112.774469, 113.112437
23, 4, screams/0017.wav, 116.801281, 117.731250
24, 4, screams/0031.wav, 121.351531, 122.451500
25, 4, screams/0029.wav, 126.671406, 127.161375
26, 4, screams/0032.wav, 132.667250, 133.457219
27, 4, screams/0035.wav, 136.942813, 138.722781
28, 2, glass/0049.wav, 143.486750, 144.993719
29, 2, glass/0048.wav, 149.286656, 150.879625
30, 4, screams/0044.wav, 154.969156, 156.689125
31, 2, glass/0008.wav, 160.355656, 161.326625
32, 2, glass/0048.wav, 166.803094, 168.396062
33, 3, gunshots/0060.wav, 173.517562, 173.950531
34, 2, glass/0038.wav, 177.982406, 179.247375
