idx, class_id, class_name, start_second, end_second
1, 2, glass/0047.wav, 5.057688, 7.267656
2, 3, gunshots/0136.wav, 11.803219, 12.185187
3, 3, gunshots/0095.wav, 16.100656, 16.529625
4, 2, glass/0005.wav, 21.951563, 22.731531
5, 4, screams/0003.wav, 27.163719, 27.987687
6, 4, screams/0042.wav, 33.533219, 36.168188
7, 4, screams/0012.wav, 41.408781, 42.480750
8, 4, screams/0035.wav, 46.500625, 48.280594
9, 3, gunshots/0066.wav, 53.605031, 53.986000
10, 2, glass/0043.wav, 57.342469, 58.737437
11, 4, screams/0040.wav, 64.283875, 64.998844
12, 2, glass/0003.wav, 68.927688, 70.907656
13, 3, gunshots/0068.wav, 74.412063, 74.902031
14, 3, gunshots/0098.wav, 80.516531, 80.946500
15, 4, screams/0010.wav, 85.141125, 86.600094
16, 2, glass/0027.wav, 91.930406, 92.990375
17, 4, screams/0027.wav, 98.268156, 99.176125
18, 3, gunshots/0102.wav, 104.832969, 105.259938
19, 3, gunshots/0079.wav, 108.560594, 109.036563
20, 3, gunshots/0126.wav, 113.418875, 113.688844
21, 2, glass/0030.wav, 118.192437, 119.009406
22, 4, screams/0044.wav, 123.258500, 124.978469
23, 4, screams/0019.wav, 129.598344, 130.670312
24, 4, screams/0010.wav, 135.857844, 137.316812
25, 4, screams/0036.wav, 142.657563, 143.867531
26, 2, glass/0031.wav, 147.711125, 148.365094
27, 3, gunshots/0096.wav, 153.760781, 154.187750
28, 3, gunshots/0053.wav, 159.352563, 159.799500
29, 2, glass/0063.wav, 164.008781, 165.680750
30, 2, glass/0028.wav, 169.373344, 170.353312
31, 4, screams/0046.wav, 174.133281, 176.093250
32, 2, glass/0002.wav, 179.653312, 180.598281
