idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0091.wav, 4.747469, 5.130438
2, 4, screams/0033.wav, 10.235188, 10.955156
3, 4, screams/0025.wav, 16.453781, 17.423750
4, 3, gunshots/0125.wav, 22.843187, 23.180156
5, 4, screams/0031.wav, 27.909156, 29.009125
6, 4, screams/0035.wav, 32.687844, 34.467813
7, 2, glass/0063.wav, 38.214031, 39.886000
8, 2, glass/0039.wav, 43.738312, 45.498281
9, 3, gunshots/0058.wav, 49.762219, 50.122188
10, 3, gunshots/0025.wav, 54.995875, 55.777844
11, 3, gunshots/0048.wav, 59.412781, 59.787750
12, 3, gunshots/0032.wav, 65.065313, 65.613281
13, 3, gunshots/0074.wav, 70.437156, 70.740125
14, 4, screams/0001.wav, 76.175125, 77.275094
15, 3, gunshots/0007.wav, 82.181375, 83.018344
16, 4, screams/0019.wav, 88.397625, 89.469594
17, 2, glass/0020.wav, 92.898406, 93.476375
18, 3, gunshots/0013.wav, 98.624094, 99.200063
19, 2, glass/0003.wav, 102.751312, 104.731281
20, 3, gunshots/0027.wav, 109.623750, 109.984719
21, 2, glass/0033.wav, 114.846906, 115.829875
22, 3, gunshots/0009.wav, 120.078438, 120.638406
23, 4, screams/0036.wav, 124.016000, 125.225969
24, 3, gunshots/0152.wav, 130.271750, 130.721719
25, 2, glass/0007.wav, 134.315812, 135.470781
26, 2, glass/0002.wav, 139.852969, 140.797937
27, 3, gunshots/0018.wav, 145.942937, 146.624906
28, 4, screams/0039.wav, 150.970000, 151.972969
29, 3, gunshots/0018.wav, 156.982875, 157.664844
30, 4, screams/0007.wav, 163.042281, 163.838250
31, 3, gunshots/0139.wav, 168.938687, 169.253656
32, 2, glass/0063.wav, 173.928313, 175.600281
