idx, class_id, class_name, start_second, end_second
1, 2, glass/0011.wav, 3.860313, 4.613281
2, 4, screams/0010.wav, 8.784344, 10.243313
3, 4, screams/0005.wav, 14.387219, 17.600188
4, 2, glass/0031.wav, 23.120219, 23.774188
5, 2, glass/0063.wav, 28.018313, 29.690281
6, 4, screams/0012.wav, 33.624719, 34.696688
7, 3, gunshots/0027.wav, 38.259219, 38.620188
8, 2, glass/0007.wav, 42.104656, 43.259625
9, 2, glass/0010.wav, 47.667969, 49.614938
10, 4, screams/0010.wav, 53.605688, 55.064656
11, 4, screams/0024.wav, 60.737125, 61.442094
12, 3, gunshots/0128.wav, 65.240844, 65.581812
13, 2, glass/0055.wav, 70.325438, 71.144406
14, 3, gunshots/0041.wav, 75.427750, 75.773719
15, 4, screams/0007.wav, 80.893844, 81.689813
16, 2, glass/0002.wav, 86.051406, 86.996375
17, 4, screams/0021.wav, 90.821719, 91.576688
18, 3, gunshots/0066.wav, 95.487625, 95.868594
19, 2, glass/0054.wav, 100.381719, 101.646687
20, 3, gunshots/0042.wav, 105.776031, 106.065000
21, 4, screams/0044.wav, 111.202656, 112.922625
22, 2, glass/0058.wav, 118.622062, 122.302031
23, 3, gunshots/0088.wav, 126.072406, 126.412375
24, 3, gunshots/0011.wav, 130.509719, 130.992687
25, 3, gunshots/0004.wav, 135.932406, 136.547375
26, 2, glass/0003.wav, 140.538219, 142.518188
27, 2, glass/0011.wav, 146.928687, 147.681656
28, 2, glass/0008.wav, 151.800219, 152.771187
29, 4, screams/0021.wav, 157.042031, 157.797000
30, 4, screams/0004.wav, 163.085500, 164.044469
31, 4, screams/0039.wav, 168.556906, 169.559875
32, 4, screams/0019.wav, 174.944406, 176.016375
33, 4, screams/0031.wav, 179.932781, 181.032750
