idx, class_id, class_name, start_second, end_second
1, 2, glass/0055.wav, 5.494844, 6.313813
2, 3, gunshots/0011.wav, 10.026063, 10.509031
3, 4, screams/0048.wav, 14.640094, 15.539062
4, 2, glass/0053.wav, 18.892688, 19.886656
5, 3, gunshots/0008.wav, 24.949031, 25.744000
6, 4, screams/0005.wav, 30.806781, 34.019750
7, 2, glass/0038.wav, 37.570937, 38.835906
8, 2, glass/0011.wav, 44.127250, 44.880219
9, 4, screams/0033.wav, 48.914250, 49.634219
10, 3, gunshots/0047.wav, 53.166906, 53.555875
11, 2, glass/0061.wav, 56.987313, 57.845281
12, 4, screams/0019.wav, 63.153000, 64.224969
13, 4, screams/0003.wav, 67.681500, 68.505469
14, 3, gunshots/0068.wav, 73.538219, 74.028188
15, 3, gunshots/0062.wav, 79.326437, 79.773375
16, 2, glass/0047.wav, 83.399375, 85.609344
17, 2, glass/0050.wav, 90.362219, 91.756187
18, 2, glass/0012.wav, 95.058250, 96.198219
19, 2, glass/0019.wav, 100.670906, 101.850875
20, 4, screams/0042.wav, 105.667406, 108.302375
21, 4, screams/0046.wav, 113.677469, 115.637438
22, 3, gunshots/0065.wav, 119.684781, 120.160750
23, 3, gunshots/0156.wav, 123.934719, 124.271687
24, 3, gunshots/0098.wav, 128.607438, 129.037406
25, 4, screams/0046.wav, 133.808594, 135.768563
26, 2, glass/0027.wav, 139.197313, 140.257281
27, 2, glass/0011.wav, 143.997562, 144.750531
28, 4, screams/0023.wav, 148.069625, 148.894594
29, 3, gunshots/0149.wav, 152.489875, 152.871844
30, 2, glass/0007.wav, 157.464937, 158.619906
31, 2, glass/0058.wav, 162.547719, 166.227688
32, 2, glass/0038.wav, 171.154125, 172.419094
33, 4, screams/0019.wav, 177.724469, 178.796437
