idx, class_id, class_name, start_second, end_second
1, 4, screams/0022.wav, 5.587469, 6.727437
2, 3, gunshots/0109.wav, 11.677875, 12.150844
3, 4, screams/0043.wav, 16.151906, 17.481875
4, 3, gunshots/0006.wav, 22.067219, 22.880188
5, 4, screams/0035.wav, 26.496844, 28.276812
6, 4, screams/0046.wav, 33.487469, 35.447437
7, 3, gunshots/0147.wav, 40.061750, 40.443719
8, 4, screams/0010.wav, 44.907719, 46.366687
9, 3, gunshots/0139.wav, 51.754438, 52.069406
10, 2, glass/0041.wav, 57.730875, 60.140844
11, 3, gunshots/0070.wav, 64.692250, 65.111219
12, 4, screams/0022.wav, 69.522594, 70.662563
13, 4, screams/0021.wav, 74.728250, 75.483219
14, 2, glass/0043.wav, 80.785219, 82.180188
15, 4, screams/0002.wav, 85.508250, 86.605219
16, 3, gunshots/0016.wav, 91.918531, 92.368500
17, 4, screams/0030.wav, 95.763469, 97.713437
18, 4, screams/0022.wav, 101.511906, 102.651875
19, 2, glass/0027.wav, 106.525312, 107.585281
20, 4, screams/0046.wav, 111.185688, 113.145656
21, 2, glass/0034.wav, 117.965375, 119.885344
22, 3, gunshots/0007.wav, 124.308813, 125.145781
23, 2, glass/0019.wav, 130.300969, 131.480938
24, 2, glass/0007.wav, 135.815500, 136.970469
25, 2, glass/0020.wav, 142.338625, 142.916594
26, 3, gunshots/0003.wav, 148.414938, 149.164906
27, 4, screams/0019.wav, 153.788500, 154.860469
28, 3, gunshots/0088.wav, 160.276125, 160.616094
29, 3, gunshots/0124.wav, 165.898375, 166.191344
30, 3, gunshots/0019.wav, 170.733250, 171.335219
31, 3, gunshots/0095.wav, 175.739344, 176.168313
