idx, class_id, class_name, start_second, end_second
1, 4, screams/0044.wav, 3.663000, 5.382969
2, 4, screams/0003.wav, 9.407531, 10.231500
3, 4, screams/0025.wav, 13.836813, 14.806781
4, 4, screams/0032.wav, 20.161438, 20.951406
5, 2, glass/0052.wav, 26.181906, 27.071875
6, 2, glass/0049.wav, 31.195344, 32.702312
7, 3, gunshots/0089.wav, 37.855625, 38.235594
8, 3, gunshots/0122.wav, 42.761969, 43.098937
9, 4, screams/0012.wav, 47.684750, 48.756719
10, 3, gunshots/0070.wav, 53.954344, 54.373312
11, 4, screams/0017.wav, 59.952562, 60.882531
12, 2, glass/0050.wav, 64.546031, 65.940000
13, 3, gunshots/0116.wav, 71.515250, 71.875219
14, 4, screams/0042.wav, 76.186969, 78.821938
15, 4, screams/0012.wav, 84.037063, 85.109031
16, 2, glass/0012.wav, 89.009656, 90.149625
17, 3, gunshots/0055.wav, 95.014031, 95.403000
18, 2, glass/0009.wav, 100.749813, 101.803781
19, 4, screams/0048.wav, 106.406000, 107.304969
20, 4, screams/0025.wav, 110.886500, 111.856469
21, 2, glass/0003.wav, 117.091531, 119.071500
22, 3, gunshots/0106.wav, 123.490750, 123.872719
23, 3, gunshots/0023.wav, 127.694312, 128.464281
24, 2, glass/0028.wav, 133.905812, 134.885781
25, 4, screams/0023.wav, 139.075844, 139.900813
26, 4, screams/0048.wav, 145.408594, 146.307562
27, 4, screams/0034.wav, 151.837250, 152.964219
28, 4, screams/0036.wav, 158.344500, 159.554469
29, 3, gunshots/0046.wav, 164.985250, 165.389219
30, 3, gunshots/0147.wav, 168.974625, 169.356594
31, 2, glass/0031.wav, 174.692000, 175.345969
32, 2, glass/0029.wav, 179.474375, 180.416344
