idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0041.wav, 5.201000, 5.546969
2, 2, glass/0012.wav, 10.303656, 11.443625
3, 2, glass/0033.wav, 16.040312, 17.023281
4, 3, gunshots/0095.wav, 20.592906, 21.021875
5, 2, glass/0007.wav, 26.416000, 27.570969
6, 2, glass/0019.wav, 31.251875, 32.431844
7, 2, glass/0002.wav, 37.905406, 38.850375
8, 3, gunshots/0045.wav, 43.644969, 43.961937
9, 2, glass/0004.wav, 48.984094, 49.984063
10, 2, glass/0004.wav, 54.473531, 55.473500
11, 2, glass/0024.wav, 60.401031, 62.479000
12, 3, gunshots/0136.wav, 67.105094, 67.487062
13, 3, gunshots/0057.wav, 71.808156, 72.789125
14, 3, gunshots/0029.wav, 77.352281, 77.712250
15, 2, glass/0014.wav, 81.442406, 86.892375
16, 3, gunshots/0157.wav, 92.144594, 92.571562
17, 3, gunshots/0118.wav, 97.884875, 98.199844
18, 3, gunshots/0088.wav, 103.048844, 103.388813
19, 3, gunshots/0051.wav, 108.572563, 108.961531
20, 3, gunshots/0003.wav, 112.455125, 113.205094
21, 3, gunshots/0078.wav, 118.891500, 119.511469
22, 2, glass/0040.wav, 124.672094, 126.347063
23, 3, gunshots/0016.wav, 131.520219, 131.970188
24, 2, glass/0049.wav, 136.634813, 138.141781
25, 3, gunshots/0109.wav, 143.233906, 143.706875
26, 3, gunshots/0121.wav, 149.210844, 149.525813
27, 3, gunshots/0016.wav, 154.736906, 155.186875
28, 3, gunshots/0144.wav, 159.156031, 159.493000
29, 3, gunshots/0029.wav, 164.941937, 165.301906
30, 3, gunshots/0019.wav, 169.102125, 169.704094
31, 3, gunshots/0041.wav, 173.866594, 174.212562
32, 3, gunshots/0128.wav, 179.309125, 179.650094
