idx, class_id, class_name, start_second, end_second
1, 2, glass/0007.wav, 4.263406, 5.418375
2, 4, screams/0001.wav, 9.663250, 10.763219
3, 4, screams/0023.wav, 14.200781, 15.025750
4, 4, screams/0042.wav, 19.870625, 22.505594
5, 3, gunshots/0111.wav, 26.862813, 27.289781
6, 2, glass/0005.wav, 30.797500, 31.577469
7, 3, gunshots/0002.wav, 35.129875, 35.596844
8, 2, glass/0063.wav, 41.015375, 42.687344
9, 2, glass/0024.wav, 48.386625, 50.464594
10, 4, screams/0008.wav, 53.947406, 54.771375
11, 3, gunshots/0035.wav, 58.314969, 58.645938
12, 2, glass/0032.wav, 63.233094, 64.170063
13, 4, screams/0040.wav, 68.379125, 69.094094
14, 4, screams/0048.wav, 73.733219, 74.632188
15, 3, gunshots/0054.wav, 79.868344, 80.546312
16, 2, glass/0010.wav, 85.515719, 87.462688
17, 2, glass/0061.wav, 91.164594, 92.022563
18, 3, gunshots/0151.wav, 96.024906, 96.473875
19, 4, screams/0033.wav, 101.626688, 102.346656
20, 2, glass/0034.wav, 107.180813, 109.100781
21, 4, screams/0049.wav, 114.376969, 120.600938
22, 3, gunshots/0045.wav, 125.267844, 125.584812
23, 4, screams/0031.wav, 129.251250, 130.351219
24, 2, glass/0029.wav, 133.705531, 134.647500
25, 2, glass/0030.wav, 138.341750, 139.158719
26, 2, glass/0052.wav, 142.912219, 143.802188
27, 4, screams/0029.wav, 148.473938, 148.963906
28, 2, glass/0033.wav, 154.483375, 155.466344
29, 4, screams/0001.wav, 159.247906, 160.347875
30, 3, gunshots/0049.wav, 166.033594, 166.423563
31, 2, glass/0024.wav, 170.459781, 172.537750
32, 3, gunshots/0118.wav, 177.354469, 177.669437
