idx, class_id, class_name, start_second, end_second
1, 3, gunshots/0009.wav, 3.445344, 4.005312
2, 3, gunshots/0111.wav, 7.575469, 8.002437
3, 2, glass/0028.wav, 13.354000, 14.333969
4, 4, screams/0040.wav, 19.712906, 20.427875
5, 4, screams/0017.wav, 24.965875, 25.895844
6, 2, glass/0010.wav, 31.594969, 33.541938
7, 3, gunshots/0057.wav, 37.622062, 38.603031
8, 3, gunshots/0044.wav, 43.657875, 43.960844
9, 4, screams/0005.wav, 47.732719, 50.945687
10, 2, glass/0006.wav, 54.568281, 55.378250
11, 3, gunshots/0100.wav, 60.309219, 60.624187
12, 3, gunshots/0104.wav, 64.774094, 65.157062
13, 4, screams/0003.wav, 70.541687, 71.365656
14, 4, screams/0007.wav, 75.227937, 76.023906
15, 3, gunshots/0121.wav, 79.867312, 80.182281
16, 2, glass/0063.wav, 85.653500, 87.325469
17, 4, screams/0042.wav, 90.785344, 93.420312
18, 4, screams/0006.wav, 97.986000, 98.755969
19, 3, gunshots/0040.wav, 103.331063, 103.619031
20, 2, glass/0043.wav, 107.867250, 109.262219
21, 4, screams/0001.wav, 113.817344, 114.917312
22, 3, gunshots/0014.wav, 119.144250, 119.656219
23, 3, gunshots/0061.wav, 123.290375, 123.752344
24, 2, glass/0005.wav, 128.832063, 129.612031
25, 4, screams/0024.wav, 134.604750, 135.309719
26, 3, gunshots/0106.wav, 139.074125, 139.456094
27, 4, screams/0030.wav, 143.399156, 145.349125
28, 4, screams/0036.wav, 148.700969, 149.910937
29, 2, glass/0056.wav, 155.436656, 156.090625
30, 3, gunshots/0007.wav, 160.390250, 161.227219
31, 2, glass/0052.wav, 166.084313, 166.974281
32, 4, screams/0043.wav, 172.406750, 173.736719
33, 3, gunshots/0046.wav, 177.185250, 177.589219
