idx, class_id, class_name, start_second, end_second
1, 4, screams/0012.wav, 3.344625, 4.416594
2, 3, gunshots/0055.wav, 9.974781, 10.363750
3, 4, screams/0017.wav, 14.401563, 15.331531
4, 2, glass/0014.wav, 19.370875, 24.820844
5, 4, screams/0024.wav, 28.737625, 29.442594
6, 2, glass/0006.wav, 34.750250, 35.560219
7, 4, screams/0049.wav, 39.086344, 45.310313
8, 4, screams/0005.wav, 49.876719, 53.089687
9, 2, glass/0003.wav, 58.283687, 60.263656
10, 2, glass/0014.wav, 65.419031, 70.869000
11, 2, glass/0012.wav, 75.891281, 77.031250
12, 4, screams/0008.wav, 81.005125, 81.829094
13, 4, screams/0040.wav, 86.130375, 86.845344
14, 4, screams/0040.wav, 90.449000, 91.163969
15, 2, glass/0057.wav, 94.553562, 95.615531
16, 2, glass/0024.wav, 99.111594, 101.189562
17, 4, screams/0024.wav, 105.573531, 106.278500
18, 2, glass/0050.wav, 111.974000, 113.367969
19, 2, glass/0058.wav, 117.555281, 121.235250
20, 3, gunshots/0135.wav, 125.492656, 125.829625
21, 3, gunshots/0062.wav, 130.241312, 130.688250
22, 2, glass/0039.wav, 135.702531, 137.462500
23, 2, glass/0008.wav, 140.840594, 141.811563
24, 4, screams/0010.wav, 146.499031, 147.958000
25, 2, glass/0063.wav, 152.042844, 153.714812
26, 3, gunshots/0125.wav, 157.820406, 158.157375
27, 2, glass/0026.wav, 162.706781, 163.891750
28, 3, gunshots/0126.wav, 167.781813, 168.051781
29, 2, glass/0052.wav, 171.498969, 172.388937
30, 2, glass/0056.wav, 176.410406, 177.064375
