idx, class_id, class_name, start_second, end_second
1, 4, screams/0046.wav, 4.490625, 6.450594
2, 3, gunshots/0111.wav, 11.356906, 11.783875
3, 2, glass/0004.wav, 17.169500, 18.169469
4, 4, screams/0021.wav, 23.140344, 23.895312
5, 2, glass/0019.wav, 27.464562, 28.644531
6, 3, gunshots/0157.wav, 33.835031, 34.262000
7, 3, gunshots/0027.wav, 38.409312, 38.770281
8, 3, gunshots/0019.wav, 42.656375, 43.258344
9, 3, gunshots/0095.wav, 47.125531, 47.554500
10, 4, screams/0035.wav, 51.774344, 53.554313
11, 3, gunshots/0111.wav, 57.955875, 58.382844
12, 4, screams/0043.wav, 63.561687, 64.891656
13, 3, gunshots/0108.wav, 69.916094, 70.388063
14, 3, gunshots/0070.wav, 75.127875, 75.546844
15, 4, screams/0001.wav, 79.233094, 80.333062
16, 4, screams/0043.wav, 85.652156, 86.982125
17, 2, glass/0018.wav, 90.976125, 91.966094
18, 3, gunshots/0035.wav, 96.534875, 96.865844
19, 2, glass/0029.wav, 100.712750, 101.654719
20, 4, screams/0003.wav, 105.425813, 106.249781
21, 2, glass/0038.wav, 110.854719, 112.119687
22, 4, screams/0022.wav, 116.259969, 117.399937
23, 2, glass/0053.wav, 121.772594, 122.766563
24, 2, glass/0056.wav, 127.696406, 128.350375
25, 4, screams/0040.wav, 133.666344, 134.381313
26, 4, screams/0013.wav, 138.738250, 139.888219
27, 3, gunshots/0147.wav, 143.362313, 143.744281
28, 3, gunshots/0049.wav, 148.790406, 149.180375
29, 4, screams/0048.wav, 153.947906, 154.846875
30, 2, glass/0027.wav, 158.474344, 159.534312
31, 2, glass/0025.wav, 163.561531, 165.893500
32, 3, gunshots/0108.wav, 169.467125, 169.939094
33, 2, glass/0050.wav, 175.578906, 176.972875
