idx, class_id, class_name, start_second, end_second
1, 2, glass/0026.wav, 4.055500, 5.240469
2, 2, glass/0041.wav, 8.673469, 11.083438
3, 3, gunshots/0068.wav, 14.573063, 15.063031
4, 4, screams/0008.wav, 20.737562, 21.561531
5, 4, screams/0021.wav, 25.587531, 26.342500
6, 4, screams/0005.wav, 31.897562, 35.110531
7, 2, glass/0033.wav, 40.723562, 41.706531
8, 2, glass/0052.wav, 45.790687, 46.680656
9, 4, screams/0049.wav, 50.546625, 56.770594
10, 2, glass/0018.wav, 60.937469, 61.927438
11, 4, screams/0002.wav, 66.524187, 67.621156
12, 2, glass/0055.wav, 71.033031, 71.852000
13, 2, glass/0039.wav, 77.514250, 79.274219
14, 3, gunshots/0018.wav, 82.826437, 83.508406
15, 2, glass/0058.wav, 87.182375, 90.862344
16, 3, gunshots/0058.wav, 95.444531, 95.804500
17, 3, gunshots/0041.wav, 99.337688, 99.683656
18, 2, glass/0019.wav, 104.746594, 105.926563
19, 2, glass/0053.wav, 110.139938, 111.133906
20, 4, screams/0008.wav, 116.191563, 117.015531
21, 2, glass/0019.wav, 122.710688, 123.890656
22, 3, gunshots/0032.wav, 129.257250, 129.805219
23, 2, glass/0038.wav, 134.286656, 135.551625
24, 3, gunshots/0055.wav, 139.597531, 139.986500
25, 3, gunshots/0147.wav, 143.366531, 143.748500
26, 4, screams/0012.wav, 148.387156, 149.459125
27, 4, screams/0043.wav, 152.839625, 154.169594
28, 4, screams/0005.wav, 159.438719, 162.651688
29, 4, screams/0036.wav, 167.114750, 168.324719
30, 4, screams/0033.wav, 173.713031, 174.433000
